,film,user,star,time,content
7211,情书,叶洲,还行,2008-04-27,“秋场先生”长得好丑
7212,情书,幕天席地,力荐,2017-02-25,每一帧都是回忆，记忆里阳光下的美少年
7213,情书,Gawiel,推荐,2015-01-07,特意挑在下雪的一天来看；大概对于中学/白窗帘/男神都没有情愫，所以并没有产生影评中常见的感怀，倒是最后博子的男友带她去山间，要她对着日出的山顶大喊，那种托体同山阿的死亡与永恒的结合所带给她的震撼与释怀，看来非常动人；你不知道他的之后，我不知道他的之前，用回忆的交换拼凑出爱人也有意思
7214,情书,鱼丸滚滚,力荐,2018-04-24,“你好吗”  “我很好”    瞬间即永恒   我愿世间爱 皆欣于所遇
7215,情书,yocofcjx28,力荐,2016-11-21,非常具有感染力的关于初恋的故事！！！
7216,情书,柠檬海盐,力荐,2016-12-25,所以博子终究还是替代别人的啊
7217,情书,NVHZ,较差,2018-08-13,刚开始想法还可以，后来叙事变得拖沓且含糊不清。长发男角色写的就烂，演的更烂，时时刻刻对着屏幕大吼：“我在演戏啊！”，看得我很是尴尬。剧情拖沓不清是这样的：树的爸爸的死被提及多次，后来和树的病也相互照应，可以说是占了很大比例。但是有了什么作用呢？我唯一看见的作用就是男树最后一次来还书，还有在医院幻想起男主。可以说是极其小的作用了，跟投入完全不成正比，所以让人不知所云。还有渡边的故事线，一个接受过去，一个找回过去，我懂，挺好的创意。但是两个故事没合起来；各讲各的，唯一的联系就是对象都是男树。还有长发男子，他的出现只是推动一下剧情发展，尴尬地旁观着故事的发展，时不时魅力地微笑和甩他乌黑的头发（和故事本身完全无关的东西）。其实很多角色都是这样，无所谓地望着故事发展，自己不改变分毫，还占了大量镜头。
7218,情书,楊從周,力荐,2017-01-23,青春的动人。木心说过，有些艺术家在自己活着的时候就知道自己会不朽于艺术史，他们的作品让他们有如此的自觉。《情书》也是这样一部作品呀。无论它是否是岩井俊二的典型风格，它都以自身的存在构成了岩井俊二的重要一面。寻找藤井树，爱情是一场疾病……最浪漫是冬的北海道，北海道，上演浪漫的异域。
7219,情书,愛麗珂erika.,力荐,2012-05-08,青春因暗恋你而慢慢延长
7220,情书,萨库拉,力荐,2011-03-22,看过两百遍，第一次激动地大银幕。过了这么多年，看到那一幕眼泪还是唰的一下就飙出来。这是我在学电影之前爱上的电影，它对我的意义不能言表。无论过去，现在，将来，它永远都是我的最爱。此生要拍一部这样的电影。 @HKIFF
7221,情书,噗呲噗呲好多鱼,力荐,2016-06-22,经典日系纯爱片，很多年之后，关于暗恋，脑子里都会浮现出那句：你好吗？我很好。
7222,情书,晚安好运©,力荐,2015-07-01,后知后觉，本科同学曾让我帮寻一套日版《追忆似水年华》，今天看完才明白个中缘由，想必这背后也有个温暖绵长的故事吧
7223,情书,九尾黑猫,还行,2008-05-23,没有很感冒。。
7224,情书,熊阿姨,力荐,2006-06-28,这是部堪称完美的电影，我不知道应该对她有什么的评论才足够衬得上它的精彩，也许在感动的时刻喷薄的泪水暂且可以
7225,情书,影志,还行,2006-03-14,因为光良的《童话》而看这部电影，远没有MV里那么夸张的感动。期望太高了
7226,情书,有心打扰,推荐,2011-09-28,对不起，最后一封情书无法寄出！     最后才发现，原来当初的那个男生，一直喜欢着自己。一场暗恋，深刻得令人伤痛。    一切的忧伤与安静在雪后开始。
7227,情书,焚紙樓,还行,2017-10-10,當她的遺憾終於放下，另一個她的遺憾卻才正要展開。重看發現自己記錯了結尾，記憶中的藤井樹站在玄關讀完了那張書卡，立刻嚎啕大哭不能自己，重看卻發現她不在玄關也沒有嚎啕，而是僅僅掩嘴含淚。這麼明顯的情節，怎麼就記錯了呢？還是，那個曾經嚎啕大哭的，其實是我自己？
7228,情书,樹一,力荐,2013-08-03,昨天晚上梦见自己穿着一袭暖红色的大衣躺在白皑皑的积雪上，有冰渣落到额头眉梢，今天便趋势我点开这部二十年前的戏。还没到泪点我就已经哭成渣。那个永远埋葬在雪山上的少年，他真是幸运，不过过了多久，在两个女主的记忆中都是他站在窗边低头看书白衣翩翩的样子。有着永远让人为之心动的价值。
7229,情书,毛利,较差,2006-11-21,"不喜欢这部电影,看得我要睡着了"
7230,情书,西楼尘,还行,2015-11-07,被文青们奉为圭臬的经典，洋溢着冬日阳光的怀旧与温暖。日后再也没有那样的少年，图书馆的窗帘后是他谡谡挺立的温柔轮廓；那样的少女心事如诗，美好地被画在借书卡的背面。多少人的青春岁月被如风般抚摸，这样怅然而叹息。暗藏于心的少时情事，未曾绽放业已盛开。这样的纯爱含苞娇羞，连时光都曾惊艳。
7231,情书,壳子,推荐,2017-01-03,很少看日本电影 这一部是同学推荐的 发资源的时候名字改成了…打死都不能删 哈哈 一下子就起了兴趣 从头看到尾 这是一场蓄谋已久的暗恋 有感动 有唏嘘 却终究不是我的菜 想打三分 多一分给同学
7232,情书,掉线🇨🇳,推荐,2017-06-28,【B+】第一部岩井俊二，每一帧光线都在尽全力唯美着，镜头内将所有现实中不美好的因素全部剔除，只留下最单纯的情感。可以说做作，但也未尝不是一种风格。不过家人为生病的树争吵那场戏拍的太糟糕了，减一星。
7233,情书,芥末蘸酱,力荐,2009-06-29,你是友情，还是错过的爱情。2017.03.11 @中国电影资料馆 真心羡慕岩井俊二的少女心，把电影拍得这么轻。btw，这是日本版的Call Me By Your Name&黑了一把《追忆似水年华》。
7234,情书,冰红深蓝,力荐,2015-07-25,"这部电影给人的感觉像青涩的初恋一般明媚忧伤，像雪中的蜻蜓般幽雅清丽，像冬日里的阳光般温暖人心。那张[追忆似水年华]中的借书卡、秋叶的爱恋与责任、病榻上的树与雪中的博子一声声的呼唤“你好吗”“我很好”都让我潸然泪下。更可贵的是本片关注的不只是爱情,还有人生中所有的暖人情感。（9.5/10）"
7235,情书,锦鲤,较差,2016-12-27,一星给少年的美颜，一星给画面
7236,情书,影子的影子,力荐,2007-07-16,前前后后加起来应该看了有十遍了，居然每次看到最后还是被感动。柏原崇在窗边看书的镜头应该是我的十大最美镜头之一了，真是个美人啊。
7237,情书,苏醒醒,力荐,2016-12-07,看过的第一部日本电影   很文艺  虽然刚开始有点看得懵    你还好吗？   我很好。
7238,情书,clytze,力荐,2014-04-10,最后面容相似的两个人，都穿过爱与死的漩涡，博子面对了藤井树的死和有可能是爱的替身的悲哀，女藤井树事隔多年之后经由听闻男藤井树的死亡受到冲击下，终于走出了死亡的阴影，面对了父亲和藤井树的死。经由爱与死，人生的两大主题，博子和藤井树都像藤井树的祖父种的那棵树一样恢复生机。
7239,情书,大島,力荐,2016-09-25,平均颜值爆表
7240,情书,徐若风,推荐,2014-04-05,#高二看完书后又看了电影。当时写的如下：    《情书》的主角是时间、被时间掩埋起的过往尘埃，和那个始终缺席的他。书与电影都有两个高潮，一场是结局的画像，一场是“你好吗？我很好”，二者都是时间的回音。每个人物背后的情感，被一点点抛洒。所有往日的情怀、细小的回忆、惘然的惆怅与痛楚，都化作这场暗恋里的一道道涟漪，时隔多年冒出来，共同组成了整部电影结束之后，才轰然奏响的盛大而绵长的交响。    #现在回看这条短评，觉得矫情，但又感慨现在的自己，已经失去写这类“郭敬明感”文字的能力。才四年半时间，都已经像上辈子一样了。
7241,情书,[已注销],力荐,2011-04-06,很久很久以前，电视上放了一个电影，我只看到一个镜头，是一个男生站在窗边读书。后来又过了很久，数字电视出现了，点播里有一个叫情书的电影，打开来，很巧的是，又是那个记忆里的男生在窗边读书。我听了这部电影很多年却没有看，今天看完了，又看到熟悉的那个场景，哦，原来那就是藤井树阿。
7242,情书,夏奈,力荐,2010-11-13,这个人偷偷爱了你大半辈子
7243,情书,荞麦,力荐,2014-12-20,不知道为什么一直没看一直没看……四个主演竟然全部都是双鱼座……所以真是一部极其双鱼的电影……暗恋的极致……但导演却是水瓶座……
7244,情书,朝暮雪,推荐,2012-08-18,查来查去，最后查出自己原来是替代品。
7245,情书,大宝,还行,2012-06-09,生命只是一连串孤立的片刻，靠着回忆和幻想，许多意义浮现了，然后消失，消失之后又浮现。 ——普鲁斯特
7246,情书,橘生淮北,推荐,2017-12-18,一个美丽而又悲伤的故事，两个女主都令人心疼，我可能更理解那个温柔的博子吧。
7247,情书,哪吒男,力荐,2016-08-11,所有人都执迷于“爱到你”时，《情书》重拾“爱你”的清甜隽永。
7248,情书,杜扬Seatory,力荐,2006-10-22,画面太好了，我就是会被这种养眼的电影感动怎么办- -|||
7249,情书,小岩井,力荐,2014-11-16,这样的电影，就是为了一些特别的夜晚存在的，或名怀念，或名逝去，皆是难眠。
7250,情书,周杰伧的小粉丝,力荐,2013-07-21,妈的，我也做过和男主角一样的事啊！看哭了！
7251,情书,shu,力荐,2007-05-20,唯美 细腻 美好的初恋情怀
7252,情书,单线程青年,力荐,2008-04-02,岩井俊二可以拍出如此透明纯粹的片子，也可以拍出残忍黑暗的片子。佩服佩服
7253,情书,啦啦啦,力荐,2016-12-09,日本电影的配乐很用心，从动画片到青春片。结尾藤井树翻过卡片的瞬间，泪目。看青春片总会很难过，因为我的青春没有藤井树。
7254,情书,风向未来吹去,推荐,2009-12-08,N年前看的居然没标记？！那时的记忆是博子，而看书，则完全被藤井树吸引过去了。我不知道博子如何能释然，而有点怪怪的阿树，你的记忆该泛起多少涟漪
7255,情书,冷杉,力荐,2014-07-05,小清新鼻祖。逆光、特写、手持、画外音，一切手法都服从于情绪，这是本尊和模仿者最大的不同。装腔作势，以为用同样的手法就能表达出同样的情绪，其实恰恰是滥和酸
7256,情书,Ex,很差,2006-06-12,"做作,太做作了,毫不留情的打个很差."
7257,情书,沐梵,推荐,2014-02-23,岩井俊二在这大银幕处女作里从容践行着“美丽与哀愁”的日式电影美学。节奏很克制，像初恋一样点到即止。想起席慕容，“无论我如何地去追索 年轻的你只如云影掠过 而你微笑的面容极浅极淡 逐渐隐没在日落后的群岚•••含著泪 我一读再读 却不得不承认 青春是一本太仓促的书。”
7258,情书,游牧人·芳汀,力荐,2008-08-04,岩井俊二認為回憶是推動自己現在的一大原動力。一般人以為過去是過去，現在是現在，兩者互無關係。某個時機，回憶起過去的事情，自然會發現一些過去與現在的連帶關係，反過來影響了現在的自己。他说：“回忆中没发生什么事情的日子，比发生很多事情的日子更好。差点被忘掉的回忆，才是最宝贵的回忆。”
7259,情书,惘然,力荐,2012-03-07,学生时代总有许多怪人，后来大家都正常了……就不好玩了。
7260,情书,战国客,推荐,2007-07-14,暗恋的极致
7261,情书,嘉沐難再續.K,推荐,2008-02-14,总是点到为止的岩井俊二.
7262,情书,杜边生,推荐,2007-11-17,从相恋开始准备看，分手后真的看成了  
7263,情书,伊卡洛斯,力荐,2011-09-13,那些没有开口的告白，最终还是让你听见了。
7264,情书,丁一,力荐,2011-01-18,经不住似水流年，逃不过此间少年。彩云易散琉璃脆，水仙已乘鲤鱼去
7265,情书,清歌墨苒,推荐,2017-01-06,永远忘不了柏原崇倚在窗口的样子，他拿着一本书，低着头看，窗帘在他身后轻轻飘荡，抬起头，我看到了这个世纪末的美少年的干净美好。《情书》的就是经典的岩井俊二摄影风格，此后很多爱情片都有借鉴他的取景和摄影风格。
7266,情书,宅蘑菇Moku,推荐,2015-01-20,「把名字一遍又一遍的写在借书卡上，反反复复看一张并不想知道答案的英文试卷，在告别之前偷偷的把你画在借书卡背面，希望你有一天会知道，我喜欢你」整部电影的配乐都好伤感，女主角一人分饰两个性格不同的角色演绎的非常好，青春和暗恋的心情满点，话说岩井俊二的每部电影里都有几个无厘头的奇怪角色
7267,情书,果酱☮,力荐,2007-01-02,无论如何都会流下热泪的电影，五星又怎么够！
7268,情书,斯齊佐飛力尼克,推荐,2010-05-26,如果知道女朋友爱上我是因为我像她曾经爱着的人，我会崩溃
7269,情书,隆咚锵,力荐,2007-02-26,翻过来的卡片，肖像，是初恋回忆的完美情书
7270,情书,沉歌,力荐,2007-07-12,关于藤井树的种种回忆，是你拥有的，我把它寄还给你。  
7271,情书,陀螺凡达可,力荐,2011-12-28,最后卡片翻过来后，我真的哭了。
7272,情书,Connie,推荐,2006-01-20,当年曾经多么叹服于奇巧的构思.....后来才知或许并非全是岩井君的原创.....（参见汤祯兆《糖衣下的苦涩》）
7273,情书,紫苏バジル,推荐,2013-10-31,“所以我多能明白男藤井的心情，我能想象他握笔的角度，写字的力度，倾慕的浓度，仿佛要把爱恋全都揉进“藤井树”这三个字里。 ”用回忆的手法写初恋是最好的，因为他过滤掉无谓的细节，只余下白色的窗帘后，那个身影若隐若现的少年。
7274,情书,巴乌,力荐,2006-04-23,也许每人都有似曾相似的故事，逝去了才追悔莫及。
7275,情书,大头绿豆,力荐,2005-09-04,你好吗？ 我很好。 你好吗？ 我很好。 你好吗？ 我很好。
7276,情书,芥末小馒头,推荐,2006-06-20,古典的爱情，死亡隔绝了爱与恨
7277,情书,小十三,推荐,2018-01-17,很少因为影视剧感动到哭，情书就是其中之一。年少时暗恋过一位男生，从未同班，一个星期偶尔擦肩而过几次，连个招呼都不敢打，后来偶然见过他一次，也是那个时候，再一次看情书，被与主人公同样的小心翼翼淹没，每个人都有一样青涩的情窦初开吧，标志着成长，预示着疼痛
7278,情书,露娜peace,还行,2006-06-12,无聊！找了半天真相才发现自己是个替身……傻比青年啊……
7279,情书,林愈静,还行,2006-05-02,2000年，本人看得第一部文艺片，当时不知道啥是文艺片，表面上洋洋得意，认为自己算个文艺青年了，内心里无比的可惜那一块钱，因为本来是租《唐伯虎点秋香》去的。被人租走了才不得以看《情书》
7280,活着,###疼,力荐,2011-11-13,"只要还有家人,就有活着的意义,只要活着就有故事,活着就是最好的心意!!~~~~鸡长大之后就是鹅,鹅长大之后就是羊,羊长大之后就是牛,牛你长大之后呢?---------张艺谋电影!!!葛优巩俐,演技无可挑剔, 演绎着福贵家珍两个充满了灵魂的人物.,一个愚昧.一个守旧,但默默地坚持活着是对那个时候的赤裸裸的讽刺"
7281,活着,流言,推荐,2009-07-28,书看过，电影也看过，还都不止一遍，每次都习惯性的对照，这大概会影响到客观判断。《活着》这么大牌的一个禁片，豆瓣已经有很多相当深刻的评论了，我只想说，好电影，实在是离不开一个好编剧，当然，本片有两个，呵呵，数量大也是优势嘛。
7282,活着,麦克阿瑟,力荐,2011-02-12,真实的历史加容易经典的黑色幽默，说是中国第一片我不反对。但是几个悲剧偶然性大了些，批判力度不及霸王别姬痛快
7283,活着,Carla,推荐,2009-05-30,"我没看过余华的活着原著,但我看到张艺谋导演的编剧,政治历史的电影,堪称经典,起码我被那个时代所感动了.."
7284,活着,24city,推荐,2014-04-16,有很多情节和冲突是稍显刻意的，不过情感到位，倒也可以忽略，而在背景上，其实只是如实还原，并没有夹杂过多的情绪，并不会对人产生什么思想的引导性，被禁之说与内容关系不大。从结尾温情的长镜头可以看到，更多的还是在传递一种希望，大背景只是个渲染作用。
7285,活着,船山遗风,力荐,2011-06-24,以前和家人一起看《富贵》的，看这个虽然删减改动不少，不过相当成功。老谋子还是以前的好啊。
7286,活着,Charqui,力荐,2012-08-12,"改编得不错,皮影戏的引入让我印象深刻.在那样的时代有着这样多磨多难的人生,但""活下去""的坚定信念,支撑着福贵让他能够苦中作乐.对于福贵来说他真真切切地活着."
7287,活着,梅花牛,力荐,2017-09-09,国师在英雄前后真是判若两人
7288,活着,雲苍白浅影长,推荐,2010-10-15,“小鸡长大了就变成了鹅，鹅长大了就变成了羊，羊长大了就变成了牛，牛长大了就是共产主义了。” 虽然是现实题材的电影，比起小说来太温情了，实在看不出有什么可遭禁的。  .
7289,活着,t.,力荐,2012-10-28,迄今为止看的最好看的国产电影了，虽然不能公映，但不能阻止它成为经典，鸡长大了就变成了鹅，鹅长大了就变成了羊，羊长大了就变成了牛。不管是对儿子说还是外孙说，相隔了几十年，能做的也还是活着
7290,活着,墨息墨息,力荐,2015-05-01,余华作品的死亡率奇高，且非常残酷，轻描淡写，简直是宇宙视角在写人的存亡。电影更多表现细节和人在困境下的一种“盼头”意志。葛优真不错。
7291,活着,小美人鱼,推荐,2011-12-24,让你说不上来，就好像什么能不想说。因为没有人能将这样的人生与背景说得确切。
7292,活着,格俐玛,还行,2010-04-11,张艺谋的这一部缺少对电影艺术本体的自觉，正如余华的小说在自己写作序列中也显得做作一样。把《活着》当成张艺谋的代表作，这显然是愚蠢的。
7293,活着,[已注销],力荐,2012-06-18,中国人最大的信仰就是活下去，偶尔出现追求其他的便是异类，这是描述这种信仰的最佳作品（也加上小说）。
7294,活着,旺财sindy,还行,2010-04-19,感觉没有小说来的精彩~个人觉得最出彩的是龙二被拉上大街游行时，福贵受惊吓的那段。
7295,活着,D-Boy1900,推荐,2012-09-05,如此温馨的结局，倒也理解，就权当是一场镜花水月吧。要是完全按照原著来拍，恐怕很少会有人能承受的住，这生命的张力。
7296,活着,流光溢彩`,力荐,2015-09-02,——“咱们可得活着回去啊！”——“回去了可得好好活啊……”每当你觉得生活终于要变好的时候，它就这么毫无征兆的给你一下，满怀希望时突然的大悲，是那么真实，真实的那么残忍。两位国内艺术界的巨匠，最好的余华碰上最好的张艺谋。巩俐好，简单一笑全是戏，葛优好，人生百态大浓缩。春生，镇长，二喜这些配角个个鲜活立体。结尾还是温暖了，没有像原著一样写的只剩一人一牛。对那个年代的刻画也是细致入微。个人崇拜，小鬼当家……那段动荡的历史确实太适合拍出这样的史诗片了，想想这些年来制度扼杀了多少佳作。
7297,活着,𝙰𝚣𝚎𝚛𝚒𝚕,力荐,2014-01-12,“人是為活著本身而活著的 而不是為活著之外的任何事物所活著。”本片貴在對於過往的幾個時代的敘事 雖然輕描勾畫 依然見得幾分蒼莽之外的細膩。要將小說的慘烈揮灑到鏡頭之上 的確也不忍。結局朝著陽光戛然而止 雖然迥異 卻也心念這般的尋常 尋常多好 哪怕有困境 多少帶盼頭。
7298,活着,菲利猫,还行,2012-08-18,《霸王别姬》既视感，均是用一项手艺做线索的时代素描。不同的是一个悲剧一个喜剧，与其说这是部喜剧不如说剧本过于温和，此外《霸》的时代跨度更大。
7299,活着,123456昵称,力荐,2017-03-30,张导导的文艺片就是好。
7300,活着,瞳,推荐,2012-04-17,“小鸡长大了就变成了鹅，鹅长大了就变成了羊，羊长大了就变成了牛，牛长大了就是共产主义了。” 这就是为什么大多数人还能这样安然地活着，活在中国。
7301,活着,fatlipsoul,力荐,2008-06-09,"之前憑著高中時看過得印象給了四顆星, 今天看完我決定名正言順的給他五顆星, 片名切題非常, 很表象, 也很抽象, 多個層面, 多種生命的樣貌, 合出一個時代, 卻永遠類似的戲, 活著, 難道跟你說活著苦多於樂, 你就不想活了嗎?    -2018  是我最喜歡的十部電影之一  但不會是我覺得最好的十部電影  因為這部電影好的部分小說實在佔的比重大  以至於他電影的好其實已經扣除了很多"
7302,活着,彪悍素人,力荐,2011-03-22,凄凄惨惨...虽然没有余华书表达的那么具体那么有深度，但是那种那个时代的荒谬，种种无奈，隔阂。让人无比动容，黄土高坡上，时代环境再怎么整你，也应该好好的活着。或许这是我们这代人，永远无法理解的无奈，但是在这个伟大的时代，好好活着，好好的做自己认为对的事，不枉此生啊！
7303,活着,慕詩,力荐,2017-05-08,活着比什么都重要！
7304,活着,传说,还行,2006-04-04,又名: To Live    导演: 张艺谋 (Yimou Zhang)  主演: 葛优 (You Ge) / 巩俐 (Li Gong)    制片国家/地区: 中国  上映年度: 1994  语言: 中文（普通话)  imdb链接: tt0110081    
7305,活着,东学西读,力荐,2010-10-29,当我们徘徊在生死之间的时候，终于发现平安活着是一种幸福，没有时代的弄潮儿，没冲在前面的突击队，只求安稳的做好自己，过好自己的日子。真的是时候踏实下来，认真对待自己的生活了。
7306,活着,塔塔,推荐,2010-01-08,看小说的时候哭坏了，就觉得人生怎么能这么苦呢？这么多苦，怎么都让他一个人赶上了啊！电影版的没那么难过，不过也让人心里挺不舒服的。可人生不就是这样的嘛，总在我们认为一切越来越好时，来个突袭横祸。谁又了解谁的苦呢？！
7307,活着,不是方先生,力荐,2010-02-10,即使有人嫌张把它拍窄了 拍进了政治的小框框里 那也只是和原著比  电影仍有可观  何况 它借钻进此框  来搔国外评委的痒处 你却可以自由出处于它 看框里的它 连带看见框外的世界 于此 这电影不失为一个标本 除让你知道那个时代一个人如何活着  还能看 另一个时代 电影/影人如何活
7308,活着,Andrea,力荐,2017-11-08,苦命就能说明一切吗？我不会认同这样含糊其辞把责任抛出去的说法，有些事看似每个人都没有错，只是一环扣一环不知怎样就发生了，所谓的没有人错其实意味着每个人都错了。时代一定是在进步的，每个时代又有着自己独特的问题，多思考多做事，没有人谈什么命运不命运的时候人们才真正的向幸福迈进。
7309,活着,李承鄞,力荐,2018-09-14,没看过原著，故事非常优秀，波澜壮阔的近代史裹挟着的小人物命运，低谷-希望，人生起落设置的非常好。感觉第五代都是这种，叙事手法平实，主要靠剧情信息量。
7310,活着,迪奥,力荐,2008-08-19,剧本太好，故事太好，导演的作用就小了很多，老谋子的作品，前后都无法超越这个。以后也不会再超越了。
7311,活着,小肥啾～,力荐,2010-04-26,真的是让人震撼的一部电影！！！也许是原著本身的优秀，但是能够改编成这么出彩的电影，说明老谋子还是功力深厚的
7312,活着,已注销,力荐,2012-04-01,对小说的记忆已经很模糊了，可是明显感觉到种种差别，嘛，感觉真真是改编啊。其实挺喜欢的，可是真不喜欢让人发笑的桥段和结尾。活了快十八年来看这比我小三天的电影，看人活着的种种，这种时候感触颇深啊，囧哈哈。嘛，死也要活下去o(≧v≦)o~
7313,活着,Greenfall,力荐,2013-01-16,老谋子还有这样的岁月，再看看现在的老谋子真是堕落坏了啊。。。虽然没看过原著，不过片子不错，演得也真是好。至于成了禁片，不正面地讲了这么多近几十年的历史，也不足为奇了。不靠帅哥美女卖肉也能讲好故事的片子都是好片子。
7314,活着,原木,力荐,2012-09-03,值得赞扬的地方不用多说了。我觉得缺点在于，电影批判的角度还是略为刻意了一些，因此意境也就低了一些。  
7315,活着,煮蓝,还行,2013-09-15,看之前又特意读了一遍小说，最终观感：书并非好书，电影也并非好电影。福贵从部队里面回来，在黑漆漆的街道上握住家珍的手，打翻的水壶流出汩汩热水。春生连夜来又连夜走，家珍在后面喊道你还欠我们家一条命，春生在光里面停了停脚，又继续往黑暗里去了。——人生是为了什么，才有这样凄凉的夜。
7316,活着,眼圈,推荐,2012-01-23,原著和电影都很好看 电影比小说多了温情和黑色幽默的一面 小说比电影更加深刻悲凉 不错 老谋子年轻的时代
7317,活着,即短又平,力荐,2012-06-17,特有天朝特色的一电影，不管是在哪个年代，活着也许是中国人唯一的信仰，无论是战乱，还是文革，到如今，14亿人口面对无论怎么样的困境，遭遇，都带着鸡变鹅。。。日子越来越好的希望苟活着罢了
7318,活着,Maggie麦琪丫,推荐,2011-04-21,小鸡长大了就变成了鹅，鹅长大了就变成了羊，羊长大了就变成了牛，牛长大了就是共产主义了
7319,活着,冰山李,推荐,2011-01-18,7.8；就困在那裡，不知道是不是導演刻意
7320,活着,曼靑,还行,2012-08-07,張藝謀很喜歡翻拍名著 也很會拍 可惜妥協了那麼多仍未能公映。大到結局殘缺卻溫馨的三代同堂團圓飯 小到福貴輸掉家産的數量 幾乎原著里能夠改動的細節都被改動了 但是故事照樣能照著一個目的地走 並且比原著多添了幾分阿Q精神的姿色。
7321,活着,七毛,推荐,2015-08-24,就这样也能被禁播？
7322,活着,蘇小北,推荐,2012-04-23,相比于小說，電影做了很多去銳化的處理，同時葛優的演出又在很大層度上帶來了一種詼諧和幽默的效果，尤其是那個頗為圓滿的結局，很大地弱化了原著的悲劇況味和人生體悟。或者，這是一種積極地改編，老謀子一直以來的樂觀堅韌和淳樸，那種小人物的悲悲喜喜離離合合到最後都妥妥帖帖，雞到牛的小小滿足。
7323,活着,Dragmedown,暂未评价,2019-02-06,后半部分看的不是很细，印象深刻的场景：葛优嗜赌时 空虚麻木的神情 演的贼好（好像现在的网瘾用户）；夫妻二人从洗衣盆里抢救出来那张葛优曾经当过兵的证明，珍惜地擦拭上面的水，说，平民挺好，平民最好；女儿出嫁时 身边的人紧紧围绕着她 大声唱着庆祝的歌 她的眼神却开始开始迷茫 变得不确定了起来 ；巩俐对郭涛说，你欠我们家一条人命，所以你要好好地活着。 色调有点儿像霸王别姬 恩 描绘的是差不多的年代 （与此同时王家卫的南洋60s年代 又是一番风味了
7324,活着,老泰瑞,力荐,2011-03-23,“活着就是一种骄傲。”可以说，是余华成就了真正的张艺谋。当然，巩俐、葛优的演技也令人折服。
7325,活着,Alice,力荐,2014-03-07,开硬盘的时候又重温了张艺谋的这部电影，不得不说，以前的比现在的好看了，不讨论是否变好变坏，总之觉得不如从前那么接受了，这个大赞~
7326,活着,天蝎小猪,力荐,2007-09-23,一出人间惨剧，比原著更有震撼力和感染力
7327,活着,lichol,推荐,2017-05-07,年代记实录，看了让人不舒服，特别是里面的台词，虽然他们在拼尽全力的活着，可是却又显得如此可笑和悲凉。
7328,活着,[已注销],力荐,2009-11-09,时代造就人生，社会的悲剧最终都会造成家庭的悲剧。而一家人能够团结在一起其乐融融更比什么都重要。这样，或许安顺地过日子就是我最平凡的乞求。两位主演的表现更是给了我一种家人般地亲切感觉。整片苦涩平凡，不失温情。但是苦涩总戏剧性地发生，虽然之后想来却又都设铺垫，让人觉得度过一生实属不易
7329,活着,[未注销],力荐,2020-04-02,赌徒/贩夫/皮影班主/壮丁/俘虏/城镇贫民……祸兮，福之所倚；福兮，祸之所伏。他不止一次说“日子就越来越好”。
7330,活着,二月飞雪,力荐,2016-03-01,"记得当年刚上大学的时候,在公选课上看的这部电影的原著,眼泪止不住的往下流."
7331,活着,文尔,推荐,2012-10-01,家珍说：“记着，你欠我们家一条人命，要好好活着啊。”
7332,活着,Doreen,推荐,2017-09-13,没有文字那么让人撕心裂肺，还原度十有八九吧。其实福贵的一生多多少少都有那个年代普遍大众的缩影，所以可想而知当年活着就是最好的宿命了。友庆和凤霞的离世让我久久不能平静，没想到余华的文字有如此强大的力量！另外电影的选角很成功，演员都很出彩
7333,活着,Jokery,推荐,2010-06-13,很喜欢葛优背儿子上学那个长镜头，张艺谋看看你老早拍的电影，再看看你最近几年拍的电影，赶紧早点回家吃饭。
7334,活着,Timon,力荐,2009-09-23,一直感觉是中国内地最好的电影，我看过小说再看的电影，只能说老谋子还是有一定功底的。原著小说还是要好些。   本片根据余华同名原著小说改编，以贴近生活的小人物通俗剧风格反映数十年来中国老百姓“好死不如赖活着”的生活观。
7335,活着,Y.15,推荐,2011-10-29,虽然最后结局和书里的不一样 但好歹没让人觉得和书里那么绝望 我是觉得踏踏实实活着总归也是一种幸福 甭管发生了什么 葛优真是瘦 浑身上下的精瘦肉 这是我唯一觉得巩俐演技还不错的一个电影 最后凤霞死的时候我突然想到我妈刚才给我打电话说 你要是死了妈也没活头了= =（为什么会想到这个啊
7336,活着,Hey Johnny,力荐,2009-07-18,已经相对原著做了些许妥协，但还是令人感慨人生无常，活着艰难，尤其在特定时代。但就像福贵说的“回去了，就得好好活着……”
7337,活着,小米=qdmimi,推荐,2015-11-04,片子是费心拍出来的好片，只能说原作就不适合直接影像化
7338,活着,小星星,力荐,2011-01-24,"最近愛上葛大爺,爸爸也喜歡,就一起看了這.有哭有笑,這才是人生啊.可是我覺得還是好悲苦,孩子都死了.裏面每個人物包括老全春生鎮長都可憐得讓人心疼.幾次哭因爸爸在旁要拼命掩飾.鳳霞結婚哭了,我說""時間好快啊"",然後也特想哭,我是不是也有這麼一天我也捨不得.PS每個孩子都養過小雞吶~"
7339,活着,helloliu,力荐,2016-11-17,好的电影一下子就把我带入那个曾经的时代，让我感叹人物的命运是跟随时代的命运的，人生起起伏伏，就是一个时代的缩影。我们每一个人，都在努力生活，经历生死离别。珍惜眼前的美好生活，热爱我们的祖国，如果他还不够好，就做出哪怕一点点的改变。
7340,活着,握不住的灵魂,还行,2010-04-04,活着 没小说震撼
