,film,user,star,time,content
5209,大话西游之大圣娶亲,李小缺,很差,2017-04-12,简直就是为了圈钱的，情怀这个东西说多了就真不值钱了
5210,大话西游之大圣娶亲,厷糸,力荐,2018-03-19,可以说这是西游改编的最早的最无厘头的版本，虽然是喜剧电影，但是被至尊宝和紫霞仙子之间的感情却感动的不要不要的。里面的经典台词直到现在还再沿用。
5211,大话西游之大圣娶亲,默默的蘑菇,推荐,2017-01-01,当年看的的时候还小，就觉得很好笑，还有朱茵长得好漂亮，个人觉得大话西游和唐伯虎点秋香是周星驰的巅峰，而最后的残阳是长江七号。
5212,大话西游之大圣娶亲,熊猫宝宝爱电影,力荐,2017-02-17,那个永恒的经典。永远的周星驰，莫文蔚，朱茵……
5213,大话西游之大圣娶亲,老阿飞—故园,力荐,2006-01-08,伴我成长
5214,大话西游之大圣娶亲,九只苍蝇撞墙,力荐,2012-08-09,其实讲的是迷路的人在思考是不是应该哪儿都不去的问题。结尾十几年如一日的太飘逸了。
5215,大话西游之大圣娶亲,未注销,力荐,2018-03-19,通过无厘头的方式表现电影想表达的内容，或许有的人会开怀大笑过后就忘记了，有的人却流下了眼泪，感受很深 。
5216,大话西游之大圣娶亲,路路,力荐,2016-08-08,经典，还有那句台词“喜欢一个人需要理由吗？需要吗？不需要吗？需要吗？”
5217,大话西游之大圣娶亲,xxxx,力荐,2018-03-19,不戴金箍，如何救你；戴了金箍，如何爱你。以无厘头的搞笑方式诠释了大爱小爱，成长与信仰
5218,大话西游之大圣娶亲,王奋斗,很差,2016-07-16,本片是一面照妖镜，一下子就可以照出那些装逼的人！装逼的人既有酸臭的文人，也有无脑的市井小民。从技术上看，本片是纯粹的拼凑之作，没有宏观把握，叙事混乱，情感造作。在中国大陆，本片被像《红楼梦》一样神化了，所有对本片的客观评价都会遭遇辱骂、痛斥、封杀。
5219,大话西游之大圣娶亲,一起吃地瓜,推荐,2018-03-19,鲜花虽会凋谢 但会再开  情人别后永远再不来  一生所爱隐约 在白云外
5220,大话西游之大圣娶亲,尹乃文_eleven,暂未评价,2017-04-13,那些喷靠情怀圈钱的，我就特别想问，你既然有这个情怀，难道真的还不值那几十块钱的电影票钱？
5221,大话西游之大圣娶亲,吃薯片的猫,推荐,2018-01-26,星爷经典，港片必看，他和吴叔掰开前，功夫？之前的片基本都好看。
5222,大话西游之大圣娶亲,南笙,力荐,2012-01-06,我在你心里是个句号还是一个惊叹号？
5223,大话西游之大圣娶亲,烟波人长安,力荐,2013-12-29,人生完整了……（看完才明白，这电影在1994年遭遇票房滑铁卢是有理由的……平行世界有没有，时间悖论有没有，神经病剪辑有没有！
5224,大话西游之大圣娶亲,隔岸观船,力荐,2017-01-11,你看那个人 好像一条狗啊  当他还是至尊宝的时候 他还是一个人 白晶晶 紫霞 嬉笑怒骂 爱恨纠缠 初爱 初心 最是轰轰烈烈 然而人总是要成长 要入世 要面对现实 要承担责任 要不辱使命 于是变成了孙悟空 带上了面具 学会了伪装 说不清道不明 活得好像一条狗
5225,大话西游之大圣娶亲,豆辛瓜辛,推荐,2018-01-17,好像一遍真的看不懂，可能阅历不够吧，什么时候看了第二遍第三遍…懂了后，我会再来。
5226,大话西游之大圣娶亲,伍德与夏洛蒂,力荐,2011-03-16,最触动我的，是孙悟空转身走掉时，周星驰和朱茵指着他的背说，他像不像一条狗啊。当场泪奔。
5227,大话西游之大圣娶亲,朝暮雪,力荐,2012-08-07,《大话西游》好于99%的喜剧片，《仙球大战》好于0%的喜剧片。  刘镇伟可能是唯一一个又拍过好于99%的喜剧片，又拍过好于0%的喜剧片的导演。
5228,大话西游之大圣娶亲,王小邪,力荐,2008-02-04,笑着流泪...哭着笑出声...影响了太多人太久时间的经典
5229,大话西游之大圣娶亲,琵小歌,力荐,2008-11-18,感动呜呜……一生所爱
5230,大话西游之大圣娶亲,拓小云,力荐,2018-02-13,要救她就得必须戴上金箍，而戴上金箍就不能跟她在一起。以前的我会选择不戴金箍，觉得轰轰烈烈的爱情才是最伟大的，而现在我选择戴上金箍。有时候放手也是一种伟大，就让她一直等待她那踏着七彩云的意中人来带她走。
5231,大话西游之大圣娶亲,旅途人生,较差,2017-03-15,西游降魔伏妖篇之后，有人说星爷欠我一张电影票，有人说星爷江郎才尽！但是星爷根本没变，这两部秉承前作的风格！但变的是观众，就像电影是老的经典，不是因为前作有多难超越，而是电影给予我们的回忆难以超越！我们的心态不再平静！我们看星爷的角度不断变化，而星爷却从未改变！
5232,大话西游之大圣娶亲,抽到2012,还行,2017-04-11,很多年以前就看过，我不觉得有那些人所说的那么经典，我也非常讨厌他们的那些意淫和解构，我认为这就是一部拍的还可以的喜剧，至于其他的部分，我觉得是这些无聊的人过度解构了
5233,大话西游之大圣娶亲,东篱,力荐,2018-03-06,我的意中人是一个盖世英雄。  上天既然安排他拔出我的紫青宝剑，  他一定是个不平凡的人，  错不了！  我知道有一天他会在一个万众瞩目的情况下出现，  身批金甲圣衣，  脚踏七彩祥云来娶我！
5234,大话西游之大圣娶亲,卡戎,还行,2017-04-12,封神了？我觉得一般 
5235,大话西游之大圣娶亲,薇羅尼卡,力荐,2007-07-25,我的意中人是个盖世英雄，有一天他会踩着五彩祥云来接我。我猜中了前头，但却猜不到那个结局。
5236,大话西游之大圣娶亲,圈地自萌,还行,2018-02-02,以前没有看懂过，重温时发现那句，“你看那个人好像一条狗”，蛮残忍的
5237,大话西游之大圣娶亲,欢乐分裂,力荐,2014-10-27,#重看#看过无数次开头却从未目睹过结尾，悲伤；太多耳熟能详的台词、太多过目难忘的镜头，置于彼时场景，万千感慨涌上心头；爱或不爱，难道有理由吗？取经与否，难道你能选择吗？烂漫俏皮如紫霞，一颦一笑皆有情，那个脚踩祥云的人，若你心有刹那的异样，一定是我曾在你心里留下的泪。
5238,大话西游之大圣娶亲,老鸡｜扶立,力荐,2008-01-10,永远的至尊宝……永远的斧头帮……
5239,大话西游之大圣娶亲,阿妖、,力荐,2018-03-02,小时候看的是搞笑，只记住了紫霞仙子好美(✪▽✪)！现在看的是感伤，“曾经有一份真挚的感情摆在我面前，我没有珍惜，如果再给我一次机会，我一定会对那个女孩说一句我爱你，如果非要这份爱上加个期限，我希望是一万年！”
5240,大话西游之大圣娶亲,尽欢,推荐,2018-02-24,我的意中人是一位盖世英雄，总有一天，他会驾着七彩祥云来娶我。
5241,大话西游之大圣娶亲,猫咪.萌萌,推荐,2018-01-15,这表面看起来像喜剧，实际上就是个悲剧，紫霞仙子和齐天大圣之间隔着500年，500年前的齐天大圣和紫霞仙子的爱情，500年后至尊宝和白晶晶的爱情，那么多的纷纷扰扰，到最后不过是一场梦，真真假假各自体会，
5242,大话西游之大圣娶亲,Januarius,还行,2017-04-10,我真的不欠谁的电影票 别跟我提情怀 你就是想圈钱 
5243,大话西游之大圣娶亲,蝌蚪啃蜡,还行,2017-04-07,当年是一部烂片，后来过了两年才在内地莫名其妙的火了，互联网的兴起竟捧成了经典，真是匪夷所思，现在又在电影院上线，可谓借尸还魂啊。
5244,大话西游之大圣娶亲,康报虹,力荐,2017-04-14,坐我旁边的那个年近四十、西装革履的男人从电影刚开始就止不住眼泪，有些地方哭着笑出声。而他的年轻女伴从开头就一直低头玩手机、到经典场景就煞有介事地拍张照片、不到一半时一直嚷嚷着无聊，硬是把那个男人拉走了。
5245,大话西游之大圣娶亲,thine,很差,2017-04-13,一星只是一个态度分，这个电影被YY出太多连导演编剧都始料未及的“意义”，被多少年至今依旧炒得烂续篇接踵而来，完全经不起推敲的一部尴尬的娱乐电影而已。
5246,大话西游之大圣娶亲,甜甜甜甜甜甜甜,力荐,2013-02-23,小时候看着笑，长大了看着哭。
5247,大话西游之大圣娶亲,周冲,力荐,2010-07-08,年少时特别不喜欢周星驰，觉得瞎搞，觉得脏乱差，但长大之后，每看一遍就难过一遍，每看一遍哭一遍。他真是在这里说尽了爱，说尽了责任，说尽了人世种种无奈无力
5248,大话西游之大圣娶亲,野次馬,力荐,2015-12-27,"盗用一句黄姐姐很喜欢的管风琴，""人能这么锲而不舍地轻佻，骨子里一定有哀世伤生的肃穆在支撑。"""
5249,大话西游之大圣娶亲,瓦达西瓦又又又桑只爱这巧克力,力荐,2010-07-06,因为你还没有遇到给你三颗痣的人
5250,大话西游之大圣娶亲,雨果,推荐,2016-12-23,至尊宝在救晶晶时光倒流的路上，爱上了紫霞的故事。紫霞天真的爱情真的很感人。经典台词也一堆。在心里留下了一滴眼泪；我猜到了开头猜不到结尾~~~问题是，至尊宝被晶晶她姐杀了，看到心里的眼泪，那里他不是死了么？虽然15年后重看，发现很多漏洞和粗糙，仍然瑕不掩瑜。
5251,大话西游之大圣娶亲,阅微草堂,很差,2012-01-17,只是一个应错阳差的片子，至于么？  慢慢理解了流行其实就是一个蝴蝶效应
5252,大话西游之大圣娶亲,寂地,力荐,2006-01-02,"哈哈,也是我最喜欢的电影之一了.看过好几次,第一次看笑得半死,后来居然又看哭了.其实可以喜欢到不太想得起来.但是是值得永远收藏的."
5253,大话西游之大圣娶亲,大头绿豆,力荐,2005-09-12,请收藏粤语版。「2010」：1218，这么多年后重看，居然还是湿了。【2014】终于在大荧幕上看了。虽然是普通话。经得起这么多次的反刍，可以确认是经典了。想起东邪西毒重演时提前离场的对比，简直。
5254,大话西游之大圣娶亲,Cherry,还行,2005-07-12,无法理解无厘头
5255,大话西游之大圣娶亲,宋阿慕,力荐,2008-02-19,大话西游成就了一个时代.这句话一点也没错.不管是好的方面还是不好的方面.|人试图化身为天地，这本身就是一种不自量力。
5256,大话西游之大圣娶亲,西楼尘,还行,2017-04-15,那天我凤冠霞帔，你意气风发，驾七彩祥云却没来娶我。那日我大战群魔，你泪水涟涟，戴着紧箍圈却放了手。这一世品尝了所有爱恨苦楚，架着金箍棒转身。从此黄沙漫漫，再没有一个姑娘在脚底点上三颗痣，嚣叫着宣告主权。不会钻进心脏，流下明知南墙偏要撞的眼泪。从此后世流传我们相爱的秘闻，只有开头。
5257,大话西游之大圣娶亲,卡特兰,力荐,2006-05-22,我想，应该不用说什么才对。
5258,大话西游之大圣娶亲,钟楼小奶糕,力荐,2011-07-06,一定有一些电影 永远都不能被超越
5259,大话西游之大圣娶亲,hamlet,较差,2017-04-06,电影史上最被过度解读的一部电影，本人在北京高校亲生经历了那段历史，那是这部片被高校生炒的最热的一段时光，不是这片携带了多少，而是那时80后的我们给这部电影赋予了很多，说此片是垃圾一点不为过，不过它巧合的记录了那代人的情怀和青春，荒谬的成为电影史上具有非常意义的一部作品
5260,大话西游之大圣娶亲,woodYA!!en,推荐,2011-03-17,鲜花虽会凋谢，但会再开。一生所爱，隐约在白云外。苦海翻起爱恨，在世间难逃避命运。相亲竟不可接近，或我应该相信是命运。
5261,大话西游之大圣娶亲,仲楚,推荐,2018-01-30,紫霞仙子眨眼的一瞬惊艳，无忧无虑的至尊宝。  至尊宝面对现实的两条路:  不成大圣，我无法救你。成了大圣，我无法爱你。    
5262,大话西游之大圣娶亲,无语清秋,力荐,2012-11-14,无论是看第三十遍，还是第三十一遍，我都会对着那个寂寥的背影流泪。那落寞的大圣身上烙印着我青春时所有梦想，我们曾以为自己会成为盖世英雄，以为自己是这个世界的唯一，以为爱情专为自己存在，可是渐渐发现自己和别人没有什么不同，当你踏上社会时，总会有人看着你的背影说：看，他好像条狗啊！
5263,大话西游之大圣娶亲,曲非烟,力荐,2006-04-01,一切的闹闹哄哄，只是他在水帘洞躲避风沙那晚做的一个梦。
